Date,Market,Market Size,Product,Product Type,State,Type,Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
2013/2/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,774,50,70,10,120,54,451,74,49,-6,136,78
2013/2/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,774,160,170,110,330,170,"1,073",170,47,147,362,71
2013/2/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,857,70,370,330,440,75,235,395,24,505,501,55
2013/2/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,20,30,0,50,33,193,41,12,-6,79,45
2013/2/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,10,30,20,40,18,818,27,5,16,48,16
2013/2/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,30,40,0,774,43,0,47,46,11
2013/2/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,40,60,10,100,43,256,61,39,-10,111,68
2013/2/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,20,40,0,60,30,165,38,11,-9,72,44
2013/2/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,30,60,40,90,41,236,60,13,37,108,35
2013/2/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,40,60,30,100,45,366,69,14,34,121,46
2013/2/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,518,180,200,110,380,240,"1,454",255,91,194,528,124
2013/2/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,845,160,-20,-80,140,213,"1,214",-33,66,-178,192,87
2013/2/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,347,100,150,120,250,95,809,137,26,148,247,37
2013/2/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,631,100,160,130,260,99,766,144,27,156,259,39
2013/2/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,347,80,120,90,200,77,449,112,21,117,201,33
2013/2/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,585,110,-60,-190,50,121,901,-60,110,-301,65,143
2013/2/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,917,210,350,280,560,228,"1,402",352,63,392,618,88
2013/2/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,718,240,370,250,610,258,"2,067",387,90,364,687,142
2013/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,318,40,60,40,100,49,617,63,16,52,119,28
2013/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,985,80,100,40,180,86,484,107,32,62,206,65
2013/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,504,40,70,60,110,38,772,56,10,50,100,22
2013/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,504,50,90,70,140,47,772,68,13,65,123,24
2013/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,318,50,80,10,130,65,342,90,58,3,165,88
2013/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,225,50,90,70,140,65,372,109,20,96,185,44
2013/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,985,40,70,50,110,56,382,81,17,61,146,40
2013/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,505,10,30,20,40,18,818,27,5,15,48,17
2013/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,505,20,40,20,60,28,961,35,8,7,67,30
2013/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,New Mexico,Regular,505,50,90,50,140,45,366,69,14,36,121,45
2013/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,505,100,20,-20,120,84,625,18,26,-46,109,49
2013/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,505,20,30,0,50,30,104,38,11,-10,72,45
2013/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,505,30,50,0,80,43,256,61,39,-10,111,68
2013/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,505,30,40,10,70,35,191,47,11,12,87,39
2013/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,580,50,60,20,110,53,306,65,20,16,126,54
2013/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,405,80,130,40,210,92,541,128,83,22,234,113
2013/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Oklahoma,Regular,405,50,70,50,120,44,618,56,14,43,107,27
2013/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,580,40,60,50,100,32,817,48,8,43,85,19
2013/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,580,70,100,70,170,86,300,120,26,104,220,50
2013/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,580,10,30,30,40,22,452,34,6,25,60,17
2013/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,405,60,110,70,170,80,640,120,26,93,213,57
2013/2/1 上午 12:00:00,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,915,50,80,50,130,60,329,80,19,49,149,47
2013/2/1 上午 12:00:00,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,325,40,80,50,120,52,357,76,16,56,136,38
2013/2/1 上午 12:00:00,South,Major Market,Colombian,Coffee,Texas,Regular,430,260,320,240,580,213,942,252,66,243,496,88
2013/2/1 上午 12:00:00,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,430,100,130,100,230,83,613,107,27,101,202,39
2013/2/1 上午 12:00:00,South,Major Market,Caffe Latte,Espresso,Texas,Regular,956,60,100,60,160,75,378,114,24,86,201,56
2013/2/1 上午 12:00:00,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,409,80,120,100,200,99,766,144,27,157,259,38
2013/2/1 上午 12:00:00,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,214,60,100,90,160,77,449,112,21,119,201,32
2013/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,435,30,50,30,80,41,236,60,13,36,108,36
2013/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,435,30,70,40,100,45,366,69,14,36,121,45
2013/2/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Utah,Decaf,435,70,10,-30,80,84,625,18,26,-46,109,49
2013/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Utah,Regular,801,20,50,10,70,43,256,61,39,-10,111,68
2013/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Utah,Regular,801,20,30,10,50,35,191,47,11,13,87,38
2013/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Utah,Regular,435,10,30,10,40,30,165,38,11,-9,72,44
2013/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,435,40,70,50,110,50,814,73,14,71,131,25
2013/2/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Utah,Regular,801,90,110,70,200,75,956,90,23,68,176,44
2013/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Utah,Regular,435,60,100,70,160,55,305,75,18,45,139,45
2013/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,435,100,140,80,240,86,484,107,32,61,206,66
2013/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Utah,Regular,435,40,50,30,90,42,771,61,11,56,110,23
2013/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,435,40,60,40,100,49,617,63,16,52,119,28
2013/2/1 上午 12:00:00,West,Major Market,Chamomile,Herbal Tea,California,Decaf,209,80,120,100,200,95,809,137,26,148,247,37
2013/2/1 上午 12:00:00,West,Major Market,Lemon,Herbal Tea,California,Decaf,559,180,220,160,400,213,942,252,66,243,496,88
2013/2/1 上午 12:00:00,West,Major Market,Mint,Herbal Tea,California,Decaf,408,70,90,60,160,83,613,107,27,101,202,39
2013/2/1 上午 12:00:00,West,Major Market,Darjeeling,Tea,California,Regular,805,60,100,90,160,99,766,144,27,157,259,38
2013/2/1 上午 12:00:00,West,Major Market,Earl Grey,Tea,California,Regular,707,50,70,60,120,77,449,112,21,119,201,32
2013/2/1 上午 12:00:00,West,Major Market,Green Tea,Tea,California,Regular,530,40,80,50,120,75,549,114,24,86,201,56
2013/2/1 上午 12:00:00,West,Major Market,Decaf Espresso,Espresso,California,Decaf,707,220,300,200,520,234,"1,282",311,77,300,581,109
2013/2/1 上午 12:00:00,West,Major Market,Amaretto,Coffee,California,Regular,626,130,30,-20,160,104,685,28,33,-40,141,55
2013/2/1 上午 12:00:00,West,Major Market,Colombian,Coffee,California,Regular,213,320,480,360,800,258,"2,067",387,90,364,687,142
2013/2/1 上午 12:00:00,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,925,180,-30,-110,150,148,"1,071",-26,48,-174,130,91
2013/2/1 上午 12:00:00,West,Major Market,Caffe Latte,Espresso,California,Regular,619,210,220,150,430,228,"1,436",229,63,211,487,87
2013/2/1 上午 12:00:00,West,Major Market,Caffe Mocha,Espresso,California,Regular,916,110,160,30,270,121,712,169,110,39,309,143
2013/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,702,100,150,40,250,121,712,169,110,39,309,143
2013/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,775,120,190,120,310,148,844,206,48,171,377,91
2013/2/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,775,80,140,110,220,104,596,150,33,140,271,56
2013/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Nevada,Regular,702,150,220,150,370,234,"1,282",311,77,300,581,109
2013/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Nevada,Regular,775,150,160,100,310,228,"1,436",229,63,211,487,87
2013/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Nevada,Regular,775,150,-150,-220,0,240,"1,937",-240,91,-508,25,125
2013/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,702,10,30,20,40,19,774,28,5,16,50,17
2013/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Nevada,Regular,702,40,50,10,90,33,193,41,12,-7,79,46
2013/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,775,30,40,20,70,28,961,35,8,9,67,29
2013/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,775,0,40,30,40,0,774,43,0,46,46,12
2013/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,775,10,30,20,40,18,818,27,5,15,48,17
2013/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,503,20,50,50,70,33,772,48,9,42,86,20
2013/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,503,30,50,30,80,44,618,56,14,45,107,26
2013/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,503,10,20,20,30,22,452,34,6,25,60,17
2013/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,503,50,80,50,130,80,640,120,26,92,213,58
2013/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,971,50,90,60,140,86,490,120,26,105,220,49
2013/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,503,160,160,100,320,170,"1,073",170,47,147,362,71
2013/2/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,541,60,100,40,160,54,427,75,49,-6,137,79
2013/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,503,80,110,50,190,65,392,90,21,37,165,65
2013/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,971,60,100,70,160,52,357,76,16,56,136,38
2013/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,541,50,70,20,120,59,331,73,22,27,141,55
2013/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,541,50,80,50,130,60,329,80,19,49,149,47
2013/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,206,110,170,120,280,130,945,195,42,180,346,74
2013/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,509,30,50,50,80,38,772,56,10,50,100,22
2013/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,206,40,70,40,110,65,372,109,20,98,185,43
2013/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,425,30,60,40,90,56,382,81,17,61,146,40
2013/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,425,40,60,10,100,65,513,90,58,4,165,87
2013/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,253,40,60,40,100,48,617,62,15,52,117,27
2013/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,206,50,60,20,110,53,306,65,20,18,126,53
2013/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,425,60,80,60,140,70,957,84,21,61,164,43
2013/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Washington,Regular,360,70,100,70,170,58,331,84,18,65,151,40
2013/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,253,110,160,60,270,92,541,128,83,22,234,113
2013/3/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,970,130,150,100,280,162,"1,059",163,45,140,346,69
2013/3/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,303,40,70,20,110,52,421,73,47,-6,133,77
2013/3/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,970,40,70,40,110,57,323,77,18,46,143,46
2013/3/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Colorado,Regular,970,40,70,20,110,58,325,71,22,24,137,55
2013/3/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Colorado,Regular,970,50,60,30,110,62,952,73,19,47,144,41
2013/3/1 上午 12:00:00,Central,Major Market,Green Tea,Tea,Colorado,Regular,719,30,50,30,80,43,613,55,14,43,104,26
2013/3/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,720,90,140,110,230,81,441,117,22,125,211,33
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,970,80,130,80,210,72,541,108,23,80,192,54
2013/3/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Colorado,Regular,303,90,130,100,220,87,756,126,24,134,227,36
2013/3/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Colorado,Regular,970,80,120,90,200,84,603,109,27,102,206,40
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,303,100,140,110,240,95,799,139,26,150,249,38
2013/3/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,312,70,110,90,180,87,756,126,24,135,227,35
2013/3/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,630,70,90,60,160,84,603,109,27,104,206,39
2013/3/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,309,80,120,100,200,95,799,139,26,151,249,37
2013/3/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Illinois,Regular,708,60,110,80,170,81,441,117,22,125,211,33
2013/3/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Illinois,Regular,815,60,90,40,150,72,541,108,23,79,192,55
2013/3/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,217,280,380,260,660,243,"1,260",324,80,313,604,113
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,630,270,290,200,560,239,"1,417",239,66,220,509,91
2013/3/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Illinois,Regular,773,160,220,140,380,154,829,213,50,177,391,94
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,815,110,170,120,280,109,585,158,34,151,285,56
2013/3/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,563,200,290,210,490,243,"1,260",324,80,315,604,112
2013/3/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,641,90,140,110,230,109,585,158,34,151,285,56
2013/3/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Iowa,Regular,712,200,220,140,420,239,"1,417",239,66,220,509,91
2013/3/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Iowa,Regular,563,210,270,160,480,245,"1,369",301,93,260,582,126
2013/3/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,515,10,30,20,40,16,772,25,4,13,44,16
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,712,0,50,40,50,0,731,43,0,47,46,11
2013/3/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Iowa,Regular,712,10,30,20,40,18,816,27,5,15,48,17
2013/3/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Iowa,Regular,515,20,40,20,60,28,958,35,8,9,67,29
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,319,20,30,20,50,23,617,31,7,18,58,19
2013/3/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,417,30,60,10,90,44,251,63,40,-9,114,69
2013/3/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,816,70,20,-10,90,88,715,18,27,-47,113,50
2013/3/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Missouri,Regular,314,30,40,10,70,36,187,49,11,16,91,38
2013/3/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Missouri,Regular,660,20,40,0,60,33,162,42,12,-4,80,45
2013/3/1 上午 12:00:00,Central,Small Market,Green Tea,Tea,Missouri,Regular,636,20,40,0,60,33,190,42,12,-6,80,46
2013/3/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,573,50,90,70,140,49,809,72,13,70,129,25
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,573,50,80,60,130,48,766,70,13,67,126,25
2013/3/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Missouri,Regular,314,90,100,40,190,85,476,104,32,58,201,65
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,314,70,100,60,170,74,949,89,22,67,174,44
2013/3/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,234,10,30,30,40,21,449,32,5,22,56,17
2013/3/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,513,20,40,40,60,32,813,47,8,42,84,19
2013/3/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Ohio,Regular,513,70,110,60,180,84,632,126,27,101,224,58
2013/3/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Ohio,Regular,419,70,110,70,180,89,481,125,27,110,228,51
2013/3/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,614,180,200,130,380,162,"1,059",163,45,140,346,69
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,330,60,90,40,150,58,325,71,22,22,137,56
2013/3/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Ohio,Regular,614,60,80,50,140,57,323,77,18,47,143,45
2013/3/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,330,50,70,40,120,49,351,72,15,52,129,37
2013/3/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,440,50,80,20,130,52,421,73,47,-6,133,77
2013/3/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,920,50,90,70,140,62,346,105,19,93,178,42
2013/3/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,715,40,60,50,100,49,767,72,13,70,129,25
2013/3/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,608,40,70,40,110,52,376,77,16,56,137,39
2013/3/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,262,50,80,10,130,63,506,87,57,1,160,86
2013/3/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,414,80,100,60,180,71,950,84,22,61,165,43
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,262,50,80,60,130,49,611,63,16,50,119,29
2013/3/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,262,50,70,30,120,54,301,66,20,19,128,53
2013/3/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,715,100,130,30,230,95,532,132,86,25,242,115
2013/3/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,715,80,110,70,190,80,415,108,26,82,200,53
2013/3/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,959,60,80,40,140,85,476,104,32,58,201,65
2013/3/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,475,50,70,50,120,74,949,89,22,68,174,43
2013/3/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,860,50,80,60,130,49,809,72,13,70,129,25
2013/3/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,475,20,40,30,60,25,769,37,7,27,66,19
2013/3/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,203,60,80,10,140,63,506,87,57,0,160,87
2013/3/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,203,50,70,40,120,53,299,71,17,39,132,45
2013/3/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,860,110,180,130,290,123,932,186,40,169,329,72
2013/3/1 上午 12:00:00,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,352,30,50,30,80,49,611,63,16,52,119,28
2013/3/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,727,40,50,20,90,54,301,66,20,18,128,54
2013/3/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,Florida,Decaf,813,50,70,50,120,71,950,84,22,59,165,44
2013/3/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Florida,Regular,863,30,50,40,80,33,813,48,9,40,86,21
2013/3/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Florida,Regular,904,50,80,60,130,49,767,72,13,70,129,25
2013/3/1 上午 12:00:00,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,863,80,120,80,200,89,481,125,27,110,228,51
2013/3/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,321,90,130,30,220,95,532,132,86,25,242,115
2013/3/1 上午 12:00:00,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,813,70,110,70,180,80,415,108,26,80,200,54
2013/3/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Florida,Regular,904,80,110,70,190,84,632,126,27,99,224,59
2013/3/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,781,40,60,30,100,58,325,71,22,24,137,55
2013/3/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,413,30,50,40,80,32,813,47,8,42,84,19
2013/3/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Massachusetts,Regular,781,20,30,20,50,21,449,32,5,22,56,17
2013/3/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,774,40,80,20,120,52,446,73,47,-6,133,77
2013/3/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,774,150,160,100,310,162,"1,059",163,45,140,346,69
2013/3/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,774,60,400,360,460,72,-54,420,23,543,524,54
2013/3/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,20,30,0,50,33,190,42,12,-4,80,45
2013/3/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,10,30,20,40,18,816,27,5,16,48,16
2013/3/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,30,40,0,731,43,0,47,46,11
2013/3/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,40,60,10,100,44,251,63,40,-10,114,70
2013/3/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,30,40,0,70,33,162,42,12,-6,80,46
2013/3/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,40,60,40,100,43,231,64,13,43,114,35
2013/3/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,40,70,40,110,47,361,72,15,39,127,46
2013/3/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,718,180,220,130,400,245,"1,471",268,93,209,547,127
2013/3/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,347,160,-20,-80,140,214,"1,480",-32,66,-177,194,87
2013/3/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,347,100,150,120,250,95,799,139,26,151,249,37
2013/3/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,585,90,140,110,230,87,756,126,24,135,227,35
2013/3/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,646,80,130,100,210,81,441,117,22,123,211,34
2013/3/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,845,120,-60,-190,60,125,"1,118",-62,113,-309,67,146
2013/3/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,347,220,290,210,510,239,"1,260",284,66,288,557,90
2013/3/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,718,250,390,270,640,270,"2,041",405,94,384,719,146
2013/3/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,318,40,60,40,100,48,611,62,15,50,117,28
2013/3/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,504,80,100,40,180,85,476,104,32,58,201,65
2013/3/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,337,40,60,50,100,33,768,49,9,43,87,20
2013/3/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,985,60,90,70,150,49,767,72,13,70,129,25
